594
60;47;20;19;1;1908;A396CA;0
61;34;3;3;11;2019;A396CA;1
62;14;9;4;3;1996;C480XE;0
63;10;21;27;3;1961;Y181XX;1
64;28;1;25;7;1955;Y398ET;0
65;37;23;10;2;1909;Y398ET;0
66;42;23;9;3;2047;Y398ET;1
67;47;5;11;9;2015;Y398ET;1
68;17;19;12;8;1927;P577XB;1
69;11;9;12;6;2007;Y149AE;1
70;41;7;10;10;2049;Y149AE;0
71;47;4;12;10;2027;Y149AE;0
72;13;4;10;7;1984;Y149AE;0
73;23;0;12;1;1966;Y149AE;1
74;40;22;3;3;1969;C163HO;1
75;12;19;28;4;1975;P862MM;1
76;2;11;12;7;1908;E321OA;1
77;10;6;16;6;1991;E321OA;0
78;23;11;22;5;1909;E321OA;1
79;31;16;20;6;2041;E321OA;1
80;40;11;26;1;1953;E321OA;0
81;12;7;24;3;1999;X685MA;1
82;59;6;22;2;1930;X685MA;1
83;33;11;3;3;2034;X685MA;1
84;13;6;14;2;1966;E855BP;1
85;29;14;5;8;1956;T108TB;0
86;52;9;24;2;2048;T108TB;0
87;13;11;20;8;1923;T108TB;0
88;32;2;18;6;1943;T108TB;0
89;44;21;8;6;1975;T108TB;1
90;11;12;22;3;2050;C147EC;0
91;22;16;24;5;1954;C147EC;1
92;39;18;27;9;1973;C147EC;1
93;40;6;28;9;2028;C147EC;1
94;16;15;11;10;1965;B843MH;0
95;38;11;4;10;1991;B843MH;0
96;17;19;7;8;1975;B843MH;1
97;6;18;4;9;2030;B843MH;0
98;4;11;23;9;1949;E638OM;1
99;8;7;19;4;1961;E638OM;0
100;48;8;2;8;1983;E638OM;0
101;7;16;24;8;2034;E638OM;0
102;41;8;20;3;1973;E638OM;0
103;4;23;2;9;1981;X401EA;1
104;36;14;12;4;1921;X401EA;0
105;51;19;18;10;2046;X401EA;1
106;18;18;10;11;2020;A444EK;1
107;16;18;28;3;1947;A444EK;1
108;45;19;23;11;1915;A444EK;1
109;35;7;3;1;2022;O247BX;1
110;36;15;27;3;1990;O247BX;0
111;29;18;27;8;1922;O247BX;0
112;36;1;2;10;2046;P971YT;1
113;47;14;7;8;1951;P971YT;1
114;32;10;2;11;2029;A039YY;1
115;58;0;24;8;1992;A039YY;1
116;17;14;13;11;1981;M372MC;0
117;7;13;5;2;2006;M372MC;1
118;42;19;4;9;2035;B733MH;1
119;22;11;5;4;2005;B733MH;0
120;22;22;11;2;2046;B733MH;1
121;10;22;18;6;1947;B733MH;1
122;14;22;15;5;2041;X635MT;1
123;12;9;20;2;2035;X635MT;1
124;16;1;6;2;2022;X635MT;1
125;58;4;25;2;1938;X635MT;0
126;15;13;28;5;2033;K114PO;0
127;36;14;17;6;2049;K114PO;1
128;19;13;5;11;1926;T290CB;1
129;1;17;17;1;1992;Y795KT;0
130;31;11;7;1;1982;Y795KT;0
131;43;9;2;11;2003;Y795KT;1
132;47;16;12;2;1914;Y795KT;1
133;50;23;17;3;2034;Y795KT;1
134;37;17;2;5;1962;P639PP;1
135;14;18;5;11;1947;P639PP;0
136;44;17;6;8;1976;P639PP;1
137;9;1;16;5;1915;Y946OA;1
138;46;18;27;9;1938;Y946OA;0
139;38;12;19;8;1932;Y946OA;1
140;52;11;16;5;2049;Y946OA;1
141;46;6;20;1;1909;Y946OA;0
142;38;0;28;6;1976;T013XT;0
143;1;1;25;5;1991;T013XT;0
144;48;7;13;7;1935;T013XT;1
145;34;12;6;1;1985;T013XT;0
146;5;5;28;10;1983;T013XT;1
147;33;23;18;4;1912;E216XA;1
148;7;19;20;4;1990;Y831KE;1
149;51;1;4;4;1999;Y831KE;0
150;2;22;10;9;2024;Y831KE;0
151;11;7;12;6;1990;Y831KE;1
152;45;17;17;11;1907;K590PP;0
153;18;20;2;10;1950;K590PP;1
154;39;16;12;11;2028;K590PP;0
155;9;11;12;1;1998;K590PP;0
156;36;19;4;3;1979;M704AH;1
157;59;8;27;1;1997;M704AH;1
158;54;22;19;5;1985;B930KK;0
159;12;6;14;3;2026;E681PM;1
160;19;22;27;2;1906;E681PM;0
161;39;4;12;5;1948;E681PM;1
162;37;13;19;1;2022;E681PM;1
163;48;18;21;2;2015;E681PM;1
164;13;10;6;10;2015;O441EE;1
165;14;1;20;2;2042;O441EE;0
166;7;20;24;1;2025;O441EE;1
167;19;16;8;8;1917;O789AB;0
168;3;18;25;1;1918;O789AB;1
169;53;9;14;3;2010;O789AB;0
170;57;23;5;7;1969;O789AB;1
171;34;4;21;9;2033;O789AB;0
172;13;8;9;3;1960;B620KP;0
173;8;10;13;2;2034;B620KP;0
174;10;3;21;9;2044;B620KP;0
175;4;10;8;8;1933;B620KP;0
176;15;11;15;1;1927;E320XA;0
177;57;10;15;7;1911;E320XA;1
178;19;19;18;6;2012;E320XA;1
179;28;6;26;1;1915;E320XA;1
180;57;16;26;2;2030;E320XA;0
181;48;1;13;8;2013;T825XP;1
182;29;7;11;1;1965;T825XP;0
183;49;9;9;11;2022;T825XP;0
184;21;15;13;3;1947;T825XP;1
185;40;6;5;11;1922;Y323PP;1
186;58;4;7;2;2045;Y323PP;1
187;13;1;2;6;2039;Y952EP;0
188;21;12;25;7;1972;E420TX;1
189;36;18;11;6;1960;C675CE;0
190;38;2;25;7;1939;C675CE;1
191;54;0;4;11;1907;C675CE;1
192;33;5;23;6;2007;C675CE;1
193;25;21;26;3;1942;C675CE;1
194;39;4;13;4;2045;K482AK;0
195;6;7;3;7;1966;E179MM;0
196;11;22;5;11;1947;E179MM;1
197;3;12;5;1;2037;E179MM;0
198;2;17;18;4;2048;E179MM;1
199;28;3;21;7;1972;E921TE;1
200;28;23;14;9;1957;E921TE;0
201;47;14;13;1;2025;E921TE;1
202;25;17;27;8;1917;E921TE;0
203;58;21;6;10;1952;E921TE;0
204;0;1;27;3;1913;A295TA;0
205;47;19;19;5;2014;A295TA;1
206;2;10;5;9;2030;A295TA;1
207;23;17;12;3;1971;A295TA;1
208;30;10;8;8;1937;A295TA;0
209;53;17;24;11;2027;O613CE;0
210;34;18;10;9;1926;O613CE;0
211;12;4;28;3;1924;E801HT;1
212;28;4;1;9;1988;T394MM;1
213;18;18;16;6;2019;T394MM;0
214;58;17;12;1;2048;M840CB;1
215;46;5;6;10;1902;M840CB;1
216;47;3;7;2;2016;M840CB;1
217;5;0;1;3;1931;X662CP;1
218;54;19;23;7;1927;X662CP;0
219;41;13;16;7;2021;X662CP;0
220;35;14;9;8;2013;X662CP;0
221;40;15;15;9;2043;X662CP;0
222;47;13;11;3;1990;X779HM;0
223;47;12;21;2;1983;X779HM;0
224;28;23;11;3;1972;X779HM;1
225;18;18;26;11;2024;X779HM;1
226;33;1;1;4;1963;O083PK;0
227;48;13;24;9;1970;O083PK;1
228;53;2;22;9;2015;O083PK;0
229;37;7;25;6;2043;O083PK;1
230;44;13;12;2;1902;O083PK;0
231;52;18;1;3;2002;X199YY;1
232;23;8;2;2;2019;X199YY;1
233;40;7;26;5;2001;X199YY;0
234;5;2;4;2;1957;H768TO;1
235;30;11;28;5;1967;H768TO;0
236;55;19;13;6;2019;H768TO;1
237;30;18;11;9;2024;H768TO;1
238;14;13;28;11;1932;O519AP;1
239;50;9;27;2;1944;O519AP;0
240;4;3;18;1;2034;O519AP;0
241;36;0;2;2;2031;O519AP;0
242;57;22;12;8;1941;O519AP;1
243;20;15;27;10;1931;H678AK;1
244;28;21;17;7;2036;H678AK;1
245;34;7;21;6;1947;T289HP;1
246;35;13;10;3;1944;T289HP;1
247;43;16;19;1;1949;M823XY;0
248;47;21;4;5;2017;M823XY;1
249;15;14;19;3;1922;B891AK;0
250;44;0;7;8;1976;B891AK;0
251;32;14;11;10;1905;B891AK;0
252;9;14;10;7;1939;O674OX;1
253;17;4;17;6;1925;T380HK;0
254;26;22;19;9;2029;T380HK;0
255;43;1;15;5;1926;T380HK;1
256;30;10;9;3;1929;T380HK;1
257;24;5;19;10;1963;B525MH;1
258;29;16;3;10;1907;B525MH;0
259;42;22;19;8;1986;B525MH;1
260;42;1;4;7;1960;B525MH;1
261;6;18;2;5;1940;B596HC;1
262;5;15;2;6;1969;B596HC;0
263;16;23;24;6;1953;B596HC;1
264;29;1;11;10;1976;O478CP;0
265;55;19;16;6;1909;O478CP;1
266;7;5;24;2;1908;O478CP;0
267;14;9;21;9;1986;O478CP;0
268;19;23;12;3;1977;O478CP;1
269;53;14;6;2;2008;H697PO;0
270;42;9;4;5;1939;H697PO;0
271;47;22;17;5;1977;H697PO;0
272;39;7;13;2;1913;H697PO;0
273;45;6;24;9;1917;H697PO;0
274;37;11;1;9;2000;A566MA;0
275;45;13;24;2;1963;A566MA;0
276;28;3;23;8;1933;O687YY;1
277;44;2;3;9;2036;O687YY;0
278;57;21;16;1;2000;O687YY;0
279;7;16;11;5;2033;O687YY;1
280;25;3;3;4;1991;O687YY;1
281;39;21;3;4;1962;B211EM;0
282;38;11;23;5;1991;B211EM;1
283;23;3;14;6;1913;B576PK;0
284;33;2;25;8;1910;B576PK;1
285;44;10;9;11;2016;B576PK;0
286;33;19;17;9;1998;B576PK;0
287;57;12;2;1;2045;B576PK;0
288;40;4;3;4;1969;P138EY;0
289;6;19;15;8;2014;M111AE;0
290;17;14;27;8;1921;K783XH;0
291;38;13;2;11;2048;K783XH;0
292;6;8;27;7;2004;K783XH;0
293;18;6;13;1;2014;K783XH;1
294;54;13;27;10;1911;K783XH;0
295;46;19;15;8;1902;A278MX;1
296;52;16;14;9;1973;A278MX;0
297;43;23;25;5;1974;M059PC;1
298;18;8;17;3;2040;M059PC;1
299;42;2;19;2;1917;B699MC;0
300;52;3;20;2;2003;B699MC;0
301;36;23;21;11;2035;B699MC;0
302;37;9;6;5;1966;B699MC;0
303;28;7;18;10;1937;B699MC;1
304;3;4;18;9;1952;X032HP;1
305;39;7;18;3;2020;Y789AA;1
306;29;10;13;4;1996;Y789AA;1
307;18;15;20;5;2013;Y789AA;1
308;42;21;12;10;2022;Y789AA;0
309;47;7;27;6;2032;H089HY;1
310;47;15;11;2;1959;H089HY;0
311;37;14;21;5;1917;H089HY;0
312;9;11;21;3;1993;H089HY;0
313;32;4;21;7;2027;H089HY;1
314;15;0;6;3;2003;A367YC;0
315;52;12;1;7;1984;H753EC;1
316;40;16;6;3;2044;P829CA;0
317;21;18;19;4;1967;A509BA;0
318;36;5;22;2;2008;A509BA;0
319;44;0;15;8;1983;A509BA;0
320;5;11;9;1;2025;A509BA;0
321;15;15;5;2;2020;A509BA;0
322;48;4;25;8;1965;Y527PA;1
323;22;4;20;4;1934;Y527PA;0
324;45;14;13;8;2025;A735MC;0
325;21;6;20;6;2050;A735MC;0
326;53;19;12;8;1928;T186AT;0
327;9;8;17;6;1941;T186AT;0
328;20;17;7;3;1983;T186AT;0
329;4;6;14;4;1961;T186AT;1
330;51;7;24;3;1960;B200OY;1
331;35;3;12;11;1935;B200OY;1
332;46;6;13;5;1969;B200OY;0
333;27;22;20;8;1936;B200OY;1
334;33;21;9;3;2045;X723YE;0
335;40;15;20;10;2048;X723YE;1
336;37;20;4;4;1969;X723YE;0
337;39;23;16;4;1954;X723YE;0
338;54;19;20;3;2034;C868XB;0
339;3;23;12;8;2005;C868XB;1
340;13;16;14;6;1946;Y408CE;0
341;41;2;17;6;2029;Y408CE;0
342;4;1;28;9;1995;Y408CE;0
343;51;20;19;3;1946;E836MB;1
344;37;9;5;5;1948;E836MB;0
345;40;4;21;4;2042;E836MB;0
346;22;16;15;2;1964;E836MB;0
347;25;12;13;7;2004;P972PT;1
348;27;22;19;7;1977;P972PT;0
349;12;16;11;1;1986;P972PT;1
350;23;2;1;7;2029;P972PT;1
351;40;6;13;3;1964;P972PT;1
352;54;4;4;9;1975;A876PO;1
353;47;16;22;2;2036;A876PO;0
354;25;18;26;4;2013;A876PO;1
355;9;4;9;10;2025;A876PO;1
356;31;6;14;8;1966;C600AC;1
357;35;3;22;1;2033;C600AC;1
358;29;12;2;8;2030;K661KH;1
359;9;20;21;4;1934;A543CT;0
360;42;18;10;4;1916;A543CT;0
361;9;2;17;4;1961;A276HM;1
362;48;9;1;7;1913;A276HM;1
363;34;18;6;1;1991;O220KP;1
364;29;13;3;7;1926;H460HX;1
365;27;7;12;9;2036;H487PH;1
366;56;1;6;5;1947;P609MC;0
367;0;9;6;11;1973;P609MC;1
368;39;16;15;9;1970;P609MC;0
369;38;13;6;2;1907;P609MC;0
370;53;6;22;8;1962;P609MC;1
371;28;10;8;7;2026;K131MX;1
372;30;18;22;6;1996;K696EP;1
373;2;10;16;5;1951;Y717YC;1
374;2;9;2;1;1989;X784HT;1
375;34;3;6;5;1938;X784HT;0
376;45;6;17;1;1971;K831PO;1
377;38;19;5;5;1977;Y513EA;0
378;22;9;2;3;1954;Y513EA;0
379;47;18;19;2;2025;Y513EA;1
380;24;6;6;2;2046;Y513EA;1
381;48;23;3;6;1964;K853ET;1
382;35;10;6;11;1930;K853ET;1
383;55;18;16;3;1904;K853ET;1
384;35;9;9;11;2009;K853ET;0
385;55;20;25;4;2050;K853ET;0
386;55;9;9;1;2036;O701OA;1
387;17;22;4;2;1941;O701OA;1
388;53;5;25;3;2000;K788XA;0
389;9;17;16;8;1993;P096AX;1
390;5;14;28;2;1940;P096AX;0
391;12;13;5;8;2028;H160YX;0
392;53;3;19;4;2007;H160YX;1
393;27;1;28;1;2012;H160YX;0
394;35;8;22;5;1971;C844PE;1
395;35;20;15;9;2044;C844PE;0
396;26;15;19;6;1914;C844PE;1
397;57;17;4;2;1920;C844PE;1
398;4;23;7;11;1917;C844PE;1
399;36;5;11;6;2017;T424BC;1
400;16;5;16;8;2003;T424BC;0
401;58;20;7;9;2050;T424BC;1
402;34;15;23;6;1963;T424BC;1
403;47;0;18;8;1996;T424BC;1
404;0;0;13;3;1954;M349EE;0
405;52;10;14;4;2027;M349EE;0
406;33;21;18;10;1988;M349EE;1
407;46;11;10;5;1926;M349EE;0
408;40;21;6;5;1957;M349EE;0
409;49;16;7;9;2018;O572MP;0
410;47;5;8;8;1975;O572MP;0
411;23;18;28;5;2011;O572MP;1
412;42;2;7;8;2021;O572MP;0
413;42;4;6;11;1916;E353MC;1
414;46;5;19;10;2031;E353MC;1
415;59;5;4;1;2031;E353MC;0
416;25;12;3;6;1940;O311XP;0
417;4;2;18;8;1970;Y512YM;1
418;34;17;17;11;2039;Y512YM;1
419;56;8;3;4;1964;Y512YM;1
420;22;15;25;7;1953;Y512YM;0
421;10;18;28;10;2018;E353TM;0
422;45;16;4;2;1992;E353TM;1
423;52;14;25;1;1910;E353TM;1
424;21;16;12;4;1956;E353TM;0
425;28;12;9;11;1910;A379OB;0
426;32;19;6;5;2022;A379OB;1
427;29;4;9;5;1974;O787OB;1
428;37;5;16;7;1980;O787OB;0
429;7;17;19;1;1997;O787OB;0
430;50;2;25;10;2019;E978EX;0
431;32;3;12;3;2050;E978EX;1
432;51;17;14;10;1975;E978EX;0
433;13;17;2;11;1971;H371HY;1
434;26;17;11;10;1902;H371HY;1
435;33;0;13;11;1975;M844YO;1
436;51;23;8;2;1924;M844YO;0
437;55;7;5;10;1910;X015YB;1
438;1;2;12;10;2024;X015YB;0
439;11;8;2;4;1929;X015YB;1
440;38;23;20;5;1946;X015YB;0
441;32;4;1;3;1924;X015YB;0
442;9;9;4;10;1903;E819BA;0
443;8;3;3;4;1990;E819BA;0
444;0;16;2;7;1937;C306TT;1
445;20;16;23;7;2023;C306TT;0
446;1;19;10;7;2018;C306TT;0
447;37;6;20;4;1940;C306TT;1
448;20;16;27;4;1923;C306TT;1
449;17;2;23;9;1914;O294YM;0
450;43;6;15;4;1993;O294YM;0
451;21;21;2;5;1977;O294YM;1
452;58;11;4;11;1953;O294YM;0
453;54;15;15;11;1924;M866EH;1
454;22;7;11;11;1994;M866EH;0
455;21;2;12;3;1986;X869TB;1
456;3;5;20;4;2008;X869TB;1
457;42;8;8;10;1920;X869TB;0
458;52;13;8;5;1965;B332EM;1
459;4;11;6;5;2012;B332EM;1
460;39;9;21;8;2005;B332EM;1
461;27;20;21;9;1909;B332EM;0
462;49;2;19;7;1905;B332EM;0
463;29;7;26;11;2006;M266HH;0
464;53;4;8;9;1956;M266HH;1
465;17;9;22;4;1948;P118XY;0
466;40;2;26;7;1919;P118XY;0
467;28;6;22;6;1948;H170EH;0
468;37;2;15;4;2019;C330CB;0
469;11;11;13;4;1989;B532BP;1
470;30;13;20;8;2039;B532BP;1
471;1;21;16;3;2033;B532BP;0
472;33;3;26;10;2040;B532BP;0
473;25;18;18;7;2007;X671CK;1
474;36;21;26;4;1909;O205PX;0
475;0;14;7;2;1991;O205PX;1
476;54;5;19;9;1943;O205PX;0
477;31;20;17;3;1956;Y472XY;0
478;15;1;1;6;1999;Y107HP;1
479;40;21;28;2;2022;Y780PA;0
480;58;15;4;10;1957;Y780PA;0
481;29;17;14;6;1926;Y780PA;1
482;35;5;17;2;2042;Y780PA;1
483;7;8;4;4;2035;T619XT;1
484;38;12;6;4;1954;T619XT;1
485;54;22;14;8;1978;T619XT;1
486;48;12;18;1;2022;T222BT;0
487;30;11;18;3;1984;T222BT;0
488;58;13;18;4;1914;T222BT;1
489;21;21;27;10;1924;T222BT;1
490;47;6;25;8;2045;T310MP;1
491;33;14;19;9;1984;T310MP;1
492;11;18;19;4;1993;T310MP;1
493;43;5;13;11;1953;T310MP;1
494;48;12;16;2;2041;Y432OX;1
495;58;7;21;2;1953;Y432OX;0
496;17;3;18;3;1910;T497EM;1
497;53;6;9;4;1947;T497EM;0
498;39;4;8;1;1921;T497EM;1
499;34;21;20;10;1985;T497EM;1
500;2;7;20;6;1969;T497EM;1
501;4;9;5;10;2019;E439MY;1
502;28;2;12;3;2003;E439MY;0
503;59;5;5;6;1909;E439MY;0
504;15;9;26;1;2016;C923XA;0
505;19;22;3;11;2040;H367TK;0
506;46;0;17;8;1948;H367TK;0
507;2;4;21;6;1978;K412AT;1
508;0;21;13;2;2025;K412AT;0
509;36;11;16;10;2019;M481PM;1
510;26;16;9;4;1909;M481PM;1
511;50;19;17;7;2007;M481PM;0
512;14;12;10;1;2033;M481PM;0
513;31;14;4;9;1941;M481PM;1
514;59;6;11;11;1915;K611AT;0
515;58;13;15;11;1903;K611AT;1
516;46;18;16;2;2005;K611AT;1
517;44;22;26;2;1931;O667BT;1
518;13;15;28;1;1921;Y239KP;1
519;46;18;12;7;1982;A572BC;0
520;27;17;26;5;1907;A572BC;0
521;58;15;20;4;2025;A572BC;1
522;27;22;10;1;1945;A572BC;0
523;9;19;18;8;1992;A858OH;0
524;50;22;23;6;2027;A858OH;1
525;48;19;5;1;2047;H507CH;1
526;23;8;14;10;1950;H507CH;0
527;47;16;4;10;1938;H507CH;1
528;29;16;26;2;2024;H507CH;0
529;0;16;28;3;1962;T259BA;0
530;27;22;11;1;2018;T259BA;1
531;2;19;22;6;1963;T259BA;0
532;55;6;15;5;1959;T259BA;1
533;48;22;23;1;1962;T259BA;1
534;20;3;11;10;1926;B662XB;1
535;36;15;13;9;1937;B662XB;1
536;53;21;26;8;1979;B662XB;0
537;58;23;20;2;1965;B662XB;0
538;41;21;2;3;1969;E988PB;1
539;45;0;5;1;2041;E988PB;1
540;53;20;6;9;2037;E988PB;1
541;3;14;17;11;1904;T278MT;1
542;49;7;14;5;1999;K775MA;0
543;31;22;21;5;2025;K775MA;1
544;47;3;7;10;1996;K775MA;0
545;32;9;20;3;1990;K775MA;1
546;19;13;6;10;1964;K775MA;0
547;5;4;28;11;2048;C570EA;0
548;9;0;3;1;1910;C570EA;0
549;55;15;25;9;2002;K612HC;1
550;34;9;14;11;2046;K612HC;1
551;9;22;26;4;1908;A481BY;1
552;9;12;14;4;1921;A481BY;0
553;17;7;13;3;1999;A387MA;1
554;7;13;7;11;2014;A387MA;0
555;55;14;27;6;2008;A387MA;0
556;7;18;13;6;2018;A387MA;0
557;20;2;27;10;1957;M022OC;1
558;40;0;2;11;2024;M022OC;1
559;33;12;14;10;2004;M022OC;0
560;56;0;9;6;1996;M022OC;0
561;49;2;4;2;1983;M022OC;0
562;49;12;3;11;1909;H575KM;0
563;58;12;14;3;1956;H575KM;0
564;51;9;12;7;1947;H575KM;1
565;47;22;28;7;2029;T724CH;1
566;59;20;8;10;1910;T724CH;0
567;18;7;24;7;1966;T724CH;0
568;57;16;19;8;1944;E730BE;1
569;1;20;9;7;1948;E730BE;0
570;28;19;2;7;1929;E730BE;0
571;52;15;21;11;1976;E730BE;1
572;26;19;23;9;1914;E730BE;0
573;43;10;19;7;1974;P151BH;0
574;53;6;14;2;2001;P151BH;0
575;32;17;28;1;1984;P151BH;1
576;20;20;15;5;2019;X358BY;1
577;8;8;14;7;1974;X358BY;1
578;35;1;23;10;1986;X358BY;1
579;5;10;7;4;2034;X358BY;1
580;24;10;6;11;1932;X358BY;0
581;16;22;8;5;2045;O268AB;0
582;15;3;23;3;1958;O268AB;1
583;47;19;10;4;2028;O268AB;0
584;31;8;14;4;1946;O268AB;0
585;3;18;13;6;1929;O268AB;1
586;33;12;12;5;2049;X847BX;0
587;59;12;7;1;1911;X847BX;0
588;17;10;24;4;2001;X847BX;0
589;42;6;14;5;1901;X847BX;0
590;34;4;6;10;2029;K885AO;1
591;31;1;6;9;2040;P823TK;0
592;3;3;17;4;1967;P823TK;0
593;40;15;3;8;2031;P823TK;1
594;0;21;1;4;1961;P823TK;1
